pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp,player_id,season
52,MIA,Darnell Jackson,Kansas,3.0,138,1039,308.0,203.0,26.0,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-5.2,-0.8,jacksda01,2008
53,UTA,Tadija Dragićević,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dragita01,2008
54,HOU,Maarty Leunen,Oregon,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,leunema01,2008
55,POR,Mike Taylor,Iowa State,1.0,51,771,289.0,87.0,106.0,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.2,-0.6,taylomi01,2008
56,SEA,Sasha Kaun,Kansas,1.0,25,95,23.0,26.0,3.0,0.529,0.0,0.455,3.8,0.9,1.0,0.1,0.2,0.096,-2.8,0.0,kaunsa01,2008
57,SAS,James Gist,Maryland,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gistja01,2008
58,LAL,Joe Crawford,Kentucky,1.0,2,23,9.0,4.0,1.0,0.3,0.25,1.0,11.5,4.5,2.0,0.5,0.0,0.037,-2.7,0.0,crawfjo01,2008
59,DET,Deron Washington,Virginia Tech,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,washide02,2008
60,BOS,Semih Erden,,2.0,69,928,262.0,190.0,29.0,0.546,0.0,0.594,13.4,3.8,2.8,0.4,1.8,0.094,-3.6,-0.4,erdense01,2008
1,LAC,Blake Griffin,Oklahoma,13.0,765,24384,14513.0,6109.0,3055.0,0.493,0.328,0.696,31.9,19.0,8.0,4.0,81.1,0.16,3.3,32.8,griffbl01,2009
2,MEM,Hasheem Thabeet,UConn,5.0,224,2357,483.0,595.0,27.0,0.567,0.0,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-2.7,-0.4,thabeha01,2009
3,OKC,James Harden,Arizona State,15.0,1072,37223,25885.0,6017.0,7629.0,0.441,0.364,0.861,34.7,24.1,5.6,7.1,166.4,0.215,6.5,79.8,hardeja01,2009
4,SAC,Tyreke Evans,Memphis,10.0,594,18242,9347.0,2720.0,2852.0,0.44,0.323,0.757,30.7,15.7,4.6,4.8,28.4,0.075,0.8,13.1,evansty01,2009
5,MIN,Ricky Rubio,,12.0,698,20694,7570.0,2830.0,5160.0,0.388,0.324,0.843,29.6,10.8,4.1,7.4,42.3,0.098,0.5,13.3,rubiori01,2009
6,MIN,Jonny Flynn,Syracuse,3.0,163,3738,1504.0,307.0,634.0,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4.0,-1.9,flynnjo01,2009
7,GSW,Stephen Curry,Davidson,15.0,956,32723,23668.0,4509.0,6119.0,0.473,0.426,0.91,34.2,24.8,4.7,6.4,135.2,0.198,6.5,70.0,curryst01,2009
8,NYK,Jordan Hill,Arizona,8.0,409,7692,3232.0,2389.0,322.0,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2.0,0.0,hilljo01,2009
9,TOR,DeMar DeRozan,USC,15.0,1110,38460,23582.0,4910.0,4527.0,0.469,0.296,0.841,34.6,21.2,4.4,4.1,101.4,0.127,0.9,28.1,derozde01,2009
10,MIL,Brandon Jennings,,9.0,555,16844,7801.0,1659.0,3151.0,0.387,0.345,0.796,30.3,14.1,3.0,5.7,29.9,0.085,0.8,11.8,jennibr01,2009
11,NJN,Terrence Williams,Louisville,4.0,153,2922,1085.0,545.0,364.0,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-2.8,-0.6,willite01,2009
12,CHA,Gerald Henderson,Duke,8.0,535,13854,5987.0,1716.0,1009.0,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-1.8,0.6,hendege02,2009
13,IND,Tyler Hansbrough,UNC,7.0,428,7233,2881.0,1808.0,181.0,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2.0,0.0,hansbty01,2009
14,PHO,Earl Clark,Louisville,6.0,261,3630,1138.0,778.0,134.0,0.403,0.328,0.664,13.9,4.4,3.0,0.5,2.9,0.038,-2.8,-0.8,clarkea01,2009
15,DET,Austin Daye,Gonzaga,6.0,293,4132,1522.0,764.0,212.0,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.0,0.0,dayeau01,2009
16,CHI,James Johnson,Wake Forest,15.0,774,15524,5822.0,2710.0,1606.0,0.474,0.3,0.678,20.1,7.5,3.5,2.1,27.5,0.085,0.4,9.4,johnsja01,2009
17,PHI,Jrue Holiday,UCLA,15.0,975,32264,15736.0,4075.0,6201.0,0.463,0.371,0.784,33.1,16.1,4.2,6.4,69.4,0.103,1.7,29.8,holidjr01,2009
18,MIN,Ty Lawson,UNC,8.0,551,16088,6977.0,1506.0,3316.0,0.46,0.359,0.77,29.2,12.7,2.7,6.0,42.1,0.126,1.4,13.6,lawsoty01,2009
19,ATL,Jeff Teague,Wake Forest,12.0,826,22164,10061.0,1989.0,4585.0,0.444,0.36,0.844,26.8,12.2,2.4,5.6,52.4,0.113,0.6,14.3,teaguje01,2009
20,UTA,Eric Maynor,VCU,5.0,267,3896,1141.0,348.0,760.0,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-2.9,-0.8,maynoer01,2009
21,NOH,Darren Collison,UCLA,11.0,711,20833,8861.0,1889.0,3545.0,0.471,0.394,0.853,29.3,12.5,2.7,5.0,49.9,0.115,0.5,13.4,collida01,2009
22,POR,Victor Claver,,3.0,80,1072,258.0,178.0,56.0,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.6,-0.4,clavevi01,2009
23,SAC,Omri Casspi,,10.0,588,11959,4642.0,2355.0,662.0,0.454,0.368,0.678,20.3,7.9,4.0,1.1,19.6,0.078,-0.8,3.5,casspom01,2009
24,DAL,Byron Mullens,Ohio State,5.0,189,3446,1398.0,790.0,153.0,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.0,-1.8,mulleby01,2009
25,OKC,Rodrigue Beaubois,,4.0,182,2896,1286.0,338.0,374.0,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4,beaubro01,2009
26,CHI,Taj Gibson,USC,15.0,965,22660,8290.0,5607.0,925.0,0.517,0.263,0.713,23.5,8.6,5.8,1.0,59.9,0.127,-0.8,6.8,gibsota01,2009
27,MEM,DeMarre Carroll,Missouri,11.0,578,13675,5150.0,2454.0,726.0,0.43,0.358,0.741,23.7,8.9,4.2,1.3,29.5,0.104,0.0,6.7,carrode01,2009
28,MIN,Wayne Ellington,UNC,13.0,770,16100,6190.0,1643.0,852.0,0.41,0.382,0.843,20.9,8.0,2.1,1.1,21.1,0.063,-1.5,2.2,ellinwa01,2009
29,LAL,Toney Douglas,Florida State,8.0,394,7511,3009.0,875.0,889.0,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2,douglto01,2009
30,CLE,Christian Eyenga,,2.0,51,1049,320.0,137.0,40.0,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4.2,-0.6,eyengch01,2009
31,SAC,Jeff Ayres,Arizona State,6.0,237,2322,690.0,632.0,99.0,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2,pendeje02,2009
32,WAS,Jermaine Taylor,Central Florida,2.0,65,786,351.0,108.0,48.0,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-3.7,-0.3,tayloje02,2009
33,POR,Dante Cunningham,Villanova,10.0,715,14875,4133.0,2676.0,506.0,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1.7,1.1,cunnida01,2009
34,DEN,Sergio Llull,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,llullse01,2009
35,DET,DaJuan Summers,Georgetown,4.0,83,820,278.0,82.0,29.0,0.384,0.367,0.642,9.9,3.3,1.0,0.3,-0.1,-0.008,-5.8,-0.8,summeda01,2009
36,MEM,Sam Young,Pitt,4.0,249,3966,1436.0,573.0,180.0,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.1,-0.1,youngsa01,2009
37,SAS,DeJuan Blair,Pitt,7.0,424,7054,2865.0,2153.0,349.0,0.524,0.0,0.608,16.6,6.8,5.1,0.8,19.0,0.129,-1.2,1.4,blairde01,2009
38,POR,Jon Brockman,Washington,3.0,150,1570,320.0,472.0,49.0,0.488,0.0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-3.9,-0.8,brockjo01,2009
39,DET,Jonas Jerebko,,9.0,635,11323,3919.0,2522.0,525.0,0.457,0.363,0.77,17.8,6.2,4.0,0.8,25.8,0.109,-1.0,2.9,jerebjo01,2009
40,CHA,Derrick Brown,Xavier,3.0,171,2554,895.0,413.0,119.0,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4,brownde04,2009
41,MIL,Jodie Meeks,Kentucky,10.0,539,12110,4988.0,1120.0,583.0,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2,meeksjo01,2009
42,LAL,Patrick Beverley,Arkansas,12.0,666,17689,5520.0,2729.0,2245.0,0.413,0.371,0.76,26.6,8.3,4.1,3.4,40.2,0.109,0.7,12.1,beverpa01,2009
43,MIA,Marcus Thornton,LSU,8.0,483,11299,5750.0,1348.0,677.0,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20.0,0.085,0.2,6.2,thornma01,2009
44,DET,Chase Budinger,Arizona,7.0,407,7998,3198.0,1240.0,473.0,0.43,0.352,0.797,19.7,7.9,3.0,1.2,13.9,0.083,-0.5,2.9,budinch01,2009
45,MIN,Nick Calathes,Florida,2.0,129,2011,590.0,243.0,353.0,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.5,0.8,calatni01,2009
46,CLE,Danny Green,UNC,15.0,832,20899,7204.0,2827.0,1277.0,0.421,0.4,0.805,25.1,8.7,3.4,1.5,49.3,0.113,1.8,20.2,greenda02,2009
47,MIN,Henk Norel,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,norelhe01,2009
48,PHO,Taylor Griffin,Oklahoma,1.0,8,32,10.0,2.0,1.0,0.4,0.0,0.5,4.0,1.3,0.3,0.1,0.0,-0.039,-8.1,-0.1,griffta01,2009
49,ATL,Sergiy Gladyr,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gladyse01,2009
50,UTA,Goran Suton,Michigan State,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sutongo01,2009
51,SAS,Jack McClinton,Miami (FL),0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mcclija01,2009
52,IND,A.J. Price,UConn,6.0,261,3929,1523.0,377.0,567.0,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-1.3,0.7,priceaj01,2009
53,SAS,Nando De Colo,,2.0,119,1414,453.0,211.0,203.0,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.7,0.5,decolna01,2009
54,CHA,Robert Vaden,UAB,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vadenro01,2009
55,POR,Patty Mills,Saint Mary's,15.0,892,17995,7893.0,1469.0,1984.0,0.424,0.386,0.856,20.2,8.8,1.6,2.2,35.8,0.096,-0.1,8.6,millspa02,2009
56,DAL,Ahmad Nivins,Saint Joseph's,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nivinah01,2009
57,PHO,Emir Preldžić,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,preldem01,2009
58,BOS,Lester Hudson,University of Tennessee at Martin,4.0,57,594,268.0,77.0,71.0,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.1,0.0,hudsole01,2009
59,LAL,Chinemelu Elonu,Texas A&M,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,elonuch01,2009
60,MIA,Robert Dozier,Memphis,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,doziero01,2009
1,WAS,John Wall,Kentucky,11.0,647,22588,12088.0,2704.0,5735.0,0.43,0.322,0.776,34.9,18.7,4.2,8.9,44.5,0.094,2.2,24.1,walljo01,2010
2,PHI,Evan Turner,Ohio State,10.0,705,18938,6824.0,3278.0,2462.0,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5,turneev01,2010
3,NJN,Derrick Favors,Georgia Tech,12.0,790,19202,8354.0,5608.0,851.0,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.2,0.15,0.9,14.0,favorde01,2010
4,MIN,Wesley Johnson,Syracuse,9.0,609,13472,4235.0,1924.0,645.0,0.404,0.337,0.741,22.1,7.0,3.2,1.1,10.7,0.038,-1.6,1.2,johnswe01,2010
5,SAC,DeMarcus Cousins,Kentucky,11.0,654,19508,12802.0,6664.0,1979.0,0.46,0.331,0.737,29.8,19.6,10.2,3.0,46.8,0.115,2.4,21.6,couside01,2010
6,GSW,Ekpe Udoh,Baylor,7.0,384,5694,1353.0,1100.0,260.0,0.453,0.0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8,udohek01,2010
7,DET,Greg Monroe,Georgetown,10.0,646,17670,8402.0,5293.0,1376.0,0.514,0.059,0.703,27.4,13.0,8.2,2.1,50.4,0.137,1.4,15.3,monrogr01,2010
8,LAC,Al-Farouq Aminu,Wake Forest,11.0,711,17698,5350.0,4280.0,879.0,0.42,0.332,0.746,24.9,7.5,6.0,1.2,27.6,0.075,-0.6,6.5,aminual01,2010
9,UTA,Gordon Hayward,Butler,14.0,835,25654,12687.0,3698.0,2940.0,0.455,0.37,0.822,30.7,15.2,4.4,3.5,63.4,0.119,1.6,23.0,haywago01,2010
10,IND,Paul George,Fresno State,14.0,867,29182,18032.0,5465.0,3191.0,0.44,0.385,0.854,33.7,20.8,6.3,3.7,88.5,0.146,3.9,43.6,georgpa01,2010
11,NOH,Cole Aldrich,Kansas,8.0,339,3389,1050.0,1131.0,183.0,0.527,0.0,0.738,10.0,3.1,3.3,0.5,9.6,0.135,0.1,1.8,aldrico01,2010
12,MEM,Xavier Henry,Kansas,5.0,185,2905,1050.0,351.0,120.0,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7,henryxa01,2010
13,TOR,Ed Davis,UNC,12.0,722,13756,4291.0,4616.0,539.0,0.567,0.0,0.583,19.1,5.9,6.4,0.7,43.3,0.151,-0.2,6.2,davised01,2010
14,HOU,Patrick Patterson,Kentucky,11.0,719,14923,4782.0,2799.0,736.0,0.447,0.369,0.755,20.8,6.7,3.9,1.0,31.9,0.102,0.0,7.4,pattepa01,2010
15,MIL,Larry Sanders,VCU,6.0,238,4635,1520.0,1345.0,174.0,0.48,0.0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1,sandela01,2010
16,MIN,Luke Babbitt,Nevada,8.0,381,5332,1818.0,846.0,224.0,0.408,0.402,0.747,14.0,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1,babbilu01,2010
17,CHI,Kevin Séraphin,,7.0,423,6430,2516.0,1462.0,246.0,0.489,0.0,0.715,15.2,5.9,3.5,0.6,5.9,0.044,-4.3,-3.6,serapke01,2010
18,OKC,Eric Bledsoe,Kentucky,12.0,756,21021,10348.0,2937.0,3545.0,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.1,0.105,1.6,18.8,bledser01,2010
19,BOS,Avery Bradley,Texas,12.0,660,18151,7279.0,1863.0,1105.0,0.434,0.365,0.783,27.5,11.0,2.8,1.7,17.2,0.045,-2.4,-1.8,bradlav01,2010
20,SAS,James Anderson,Oklahoma State,5.0,247,4320,1422.0,560.0,291.0,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.7,-0.8,anderja01,2010
21,OKC,Craig Brackins,Iowa State,2.0,17,121,30.0,19.0,9.0,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2,brackcr01,2010
22,POR,Elliot Williams,Memphis,4.0,109,1470,537.0,161.0,94.0,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1,williel01,2010
23,MIN,Trevor Booker,Clemson,8.0,532,10872,3679.0,2932.0,566.0,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2,booketr01,2010
24,ATL,Damion James,Texas,4.0,39,623,150.0,131.0,26.0,0.415,0.0,0.667,16.0,3.8,3.4,0.7,0.0,-0.001,-3.7,-0.3,jamesda01,2010
25,MEM,Dominique Jones,South Florida,3.0,80,741,246.0,114.0,144.0,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1,jonesdo02,2010
26,OKC,Quincy Pondexter,Washington,7.0,355,5530,1609.0,640.0,263.0,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3,pondequ01,2010
27,NJN,Jordan Crawford,Xavier,6.0,281,6843,3432.0,703.0,883.0,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3,crawfjo02,2010
28,MEM,Greivis Vásquez,Maryland,7.0,401,9520,3591.0,1021.0,1935.0,0.418,0.349,0.817,23.7,9.0,2.5,4.8,12.6,0.064,-1.2,1.8,vasqugr01,2010
29,ORL,Daniel Orton,Kentucky,3.0,51,542,143.0,126.0,24.0,0.485,0.0,0.597,10.6,2.8,2.5,0.5,1.0,0.093,-3.5,-0.2,ortonda01,2010
30,WAS,Lazar Hayward,Marquette,3.0,72,591,207.0,90.0,35.0,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3,haywala01,2010
31,NJN,Tibor Pleiß,,1.0,12,82,24.0,15.0,2.0,0.44,0.0,1.0,6.8,2.0,1.3,0.2,-0.1,-0.041,-11.6,-0.2,pleisti01,2010
32,MIA,Dexter Pittman,Texas,4.0,50,347,116.0,89.0,9.0,0.45,0.0,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-7.7,-0.5,pittmde01,2010
33,SAC,Hassan Whiteside,Marshall,10.0,511,12645,6450.0,5523.0,327.0,0.586,0.308,0.605,24.7,12.6,10.8,0.6,52.0,0.197,2.5,14.5,whiteha01,2010
34,POR,Armon Johnson,Nevada,2.0,47,401,157.0,49.0,56.0,0.458,0.4,0.679,8.5,3.3,1.0,1.2,-0.1,-0.015,-4.1,-0.2,johnsar02,2010
35,WAS,Nemanja Bjelica,,7.0,449,9173,3412.0,2051.0,826.0,0.466,0.384,0.759,20.4,7.6,4.6,1.8,20.0,0.104,0.3,5.4,bjeline01,2010
36,DET,Terrico White,Ole Miss,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitete01,2010
37,MIL,Darington Hobson,New Mexico,1.0,5,39,4.0,3.0,6.0,0.154,0.0,0.0,7.8,0.8,0.6,1.2,-0.2,-0.225,-13.0,-0.1,hobsoda01,2010
38,NYK,Andy Rautins,Syracuse,1.0,5,24,8.0,1.0,3.0,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-13.2,-0.1,rautian01,2010
39,NYK,Landry Fields,Stanford,5.0,255,6010,1731.0,1092.0,419.0,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.3,2.6,fieldla01,2010
40,IND,Lance Stephenson,Cincinnati,10.0,554,12680,4738.0,2251.0,1621.0,0.445,0.314,0.694,22.9,8.6,4.1,2.9,17.5,0.066,-1.3,2.3,stephla01,2010
41,MIA,Jarvis Varnado,Mississippi State,2.0,37,397,107.0,72.0,16.0,0.582,0.0,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-3.3,-0.1,varnaja01,2010
42,MIA,Da'Sean Butler,West Virginia,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,butleda03,2010
43,LAL,Devin Ebanks,West Virginia,3.0,63,711,224.0,122.0,24.0,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.8,-0.5,ebankde01,2010
44,MIL,Jerome Jordan,Tulsa,2.0,65,491,180.0,132.0,17.0,0.528,0.0,0.852,7.6,2.8,2.0,0.3,1.7,0.168,-1.0,0.1,jordaje01,2010
45,MIN,Paulão Prestes,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prestpa01,2010
46,PHO,Gani Lawal,Georgia Tech,1.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.009,-15.0,0.0,lawalga01,2010
47,MIL,Tiny Gallon,Oklahoma,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,galloti01,2010
48,MIA,Latavious Williams,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,willila01,2010
49,SAS,Ryan Richards,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,richary01,2010
50,DAL,Solomon Alabi,Florida State,2.0,26,181,39.0,61.0,5.0,0.314,0.0,0.7,7.0,1.5,2.3,0.2,0.0,0.01,-4.4,-0.1,alabiso01,2010
51,OKC,Magnum Rolle,Louisiana Tech,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rollema01,2010
52,BOS,Luke Harangody,Notre Dame,2.0,70,871,253.0,196.0,36.0,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3,haranlu01,2010
53,ATL,Pape Sy,,1.0,3,21,7.0,3.0,2.0,0.333,0.0,1.0,7.0,2.3,1.0,0.7,0.0,-0.047,-6.0,0.0,sypa01,2010
54,LAC,Willie Warren,Oklahoma,1.0,19,134,37.0,12.0,27.0,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-2.7,0.0,warrewi01,2010
55,UTA,Jeremy Evans,Western Kentucky,7.0,250,2626,879.0,641.0,107.0,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9,evansje01,2010
56,MIN,Hamady N'Diaye,Rutgers University,3.0,33,157,20.0,25.0,3.0,0.467,0.0,0.462,4.8,0.6,0.8,0.1,0.0,0.013,-7.3,-0.2,ndiayha01,2010
57,IND,Ryan Reid,Florida State,1.0,5,17,8.0,2.0,0.0,0.8,0.0,0.0,3.4,1.6,0.4,0.0,0.1,0.142,-2.0,0.0,reidry01,2010
58,LAL,Derrick Caracter,Texas-El Paso,1.0,41,215,81.0,43.0,7.0,0.485,0.0,0.739,5.2,2.0,1.0,0.2,0.3,0.057,-7.1,-0.3,caracde01,2010
59,ORL,Stanley Robinson,UConn,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robinst01,2010
60,PHO,Dwayne Collins,Miami (FL),0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,collidw01,2010
1,CLE,Kyrie Irving,Duke,13.0,729,25075,17199.0,2933.0,4133.0,0.474,0.393,0.886,34.4,23.6,4.0,5.7,86.2,0.165,4.5,41.2,irvinky01,2011
2,MIN,Derrick Williams,Arizona,7.0,428,8864,3809.0,1693.0,293.0,0.434,0.3,0.71,20.7,8.9,4.0,0.7,14.1,0.076,-1.6,0.8,willide02,2011
3,UTA,Enes Freedom,,11.0,748,16101,8349.0,5822.0,638.0,0.548,0.289,0.777,21.5,11.2,7.8,0.9,52.8,0.157,-0.1,7.6,kanteen01,2011
4,CLE,Tristan Thompson,Texas,12.0,779,20104,6753.0,6294.0,776.0,0.521,0.256,0.597,25.8,8.7,8.1,1.0,48.9,0.117,-1.7,1.5,thomptr01,2011
5,TOR,Jonas Valančiūnas,,12.0,856,22034,11436.0,8096.0,1137.0,0.561,0.348,0.789,25.7,13.4,9.5,1.3,80.3,0.175,1.0,16.7,valanjo01,2011
6,WAS,Jan Veselý,,3.0,162,2455,590.0,562.0,96.0,0.521,0.0,0.408,15.2,3.6,3.5,0.6,4.0,0.078,-2.6,-0.4,veselja01,2011
7,SAC,Bismack Biyombo,,13.0,839,16384,4251.0,4951.0,551.0,0.535,0.0,0.553,19.5,5.1,5.9,0.7,32.4,0.095,-2.5,-2.2,biyombi01,2011
8,DET,Brandon Knight,Kentucky,9.0,451,13202,6301.0,1385.0,1777.0,0.411,0.352,0.807,29.3,14.0,3.1,3.9,11.6,0.042,-1.6,1.4,knighbr03,2011
9,CHA,Kemba Walker,UConn,12.0,750,24810,14486.0,2831.0,3938.0,0.418,0.36,0.84,33.1,19.3,3.8,5.3,59.8,0.116,2.8,29.8,walkeke02,2011
10,MIL,Jimmer Fredette,BYU,6.0,241,3213,1438.0,243.0,331.0,0.409,0.372,0.879,13.3,6.0,1.0,1.4,2.2,0.033,-2.5,-0.4,fredeji01,2011
11,GSW,Klay Thompson,Washington State,11.0,793,25844,15531.0,2795.0,1843.0,0.453,0.413,0.858,32.6,19.6,3.5,2.3,55.2,0.103,0.6,16.8,thompkl01,2011
12,UTA,Alec Burks,Colorado,13.0,742,16713,7990.0,2518.0,1466.0,0.415,0.383,0.806,22.5,10.8,3.4,2.0,30.0,0.086,-0.6,6.1,burksal01,2011
13,PHO,Markieff Morris,Kansas,13.0,776,18295,8020.0,3824.0,1200.0,0.445,0.343,0.778,23.6,10.3,4.9,1.5,27.4,0.072,-1.4,2.6,morrima02,2011
14,HOU,Marcus Morris,Kansas,13.0,832,22093,9965.0,3690.0,1235.0,0.435,0.377,0.774,26.6,12.0,4.4,1.5,39.3,0.085,-0.8,6.7,morrima03,2011
15,IND,Kawhi Leonard,San Diego State,12.0,696,22103,13937.0,4443.0,2120.0,0.499,0.391,0.862,31.8,20.0,6.4,3.0,99.3,0.216,6.7,48.4,leonaka01,2011
16,PHI,Nikola Vučević,USC,13.0,899,28225,15370.0,9435.0,2556.0,0.495,0.341,0.768,31.4,17.1,10.5,2.8,72.6,0.124,2.1,28.9,vucevni01,2011
17,NYK,Iman Shumpert,Georgia Tech,10.0,461,11470,3320.0,1534.0,845.0,0.391,0.337,0.764,24.9,7.2,3.3,1.8,12.9,0.054,-1.7,0.9,shumpim01,2011
