pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp,player_id,season
20,CLE,Brendan Haywood,UNC,13.0,816,18680,5538.0,4875.0,442.0,0.528,0.0,0.587,22.9,6.8,6.0,0.5,43.8,0.113,-1.4,2.9,haywobr01,2001
21,BOS,Joseph Forte,UNC,2.0,25,125,30.0,17.0,17.0,0.234,0.0,0.8,5.0,1.2,0.7,0.7,-0.4,-0.166,-8.6,-0.2,fortejo01,2001
22,ORL,Jeryl Sasser,SMU,2.0,82,1061,204.0,191.0,67.0,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032,-2.5,-0.1,sasseje01,2001
23,HOU,Brandon Armstrong,Pepperdine,3.0,108,699,239.0,63.0,24.0,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039,-8.0,-1.0,armstbr01,2001
24,UTA,Raül López,,2.0,113,2135,733.0,194.0,428.0,0.429,0.346,0.853,18.9,6.5,1.7,3.8,2.1,0.047,-2.4,-0.2,lopezra01,2001
25,SAC,Gerald Wallace,Alabama,14.0,832,24731,9933.0,4838.0,1725.0,0.469,0.312,0.709,29.7,11.9,5.8,2.1,59.7,0.116,1.8,23.5,wallage01,2001
26,PHI,Samuel Dalembert,Seton Hall,13.0,886,21646,6814.0,6942.0,465.0,0.521,0.083,0.706,24.4,7.7,7.8,0.5,51.3,0.114,-1.1,4.6,dalemsa01,2001
27,MEM,Jamaal Tinsley,Iowa State,11.0,547,14443,4652.0,1605.0,3330.0,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057,0.0,7.1,tinslja01,2001
28,SAS,Tony Parker,,18.0,1254,38279,19473.0,3396.0,7036.0,0.491,0.324,0.751,30.5,15.5,2.7,5.6,111.3,0.14,1.1,30.1,parketo01,2001
1,HOU,Yao Ming,,8.0,486,15818,9247.0,4494.0,769.0,0.524,0.2,0.833,32.5,19.0,9.2,1.6,65.9,0.2,3.2,20.7,mingya01,2002
2,CHI,Jay Williams,Duke,1.0,75,1961,714.0,195.0,350.0,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.0,0.0,willija03,2002
3,GSW,Mike Dunleavy,Duke,15.0,986,27340,11048.0,4211.0,2185.0,0.441,0.377,0.803,27.7,11.2,4.3,2.2,58.5,0.103,0.3,15.7,dunlemi02,2002
4,MEM,Drew Gooden,Kansas,14.0,790,20127,8653.0,5618.0,896.0,0.462,0.257,0.76,25.5,11.0,7.1,1.1,43.9,0.105,-1.2,4.3,goodedr01,2002
5,DEN,Nikoloz Tskitishvili,,4.0,172,1946,507.0,307.0,114.0,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.1,-2.0,tskitni01,2002
6,CLE,Dajuan Wagner,Memphis,4.0,103,2202,964.0,142.0,195.0,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0.0,0.0,-4.9,-1.6,wagneda02,2002
7,NYK,Nenê,,17.0,965,25237,10909.0,5828.0,1719.0,0.548,0.132,0.66,26.2,11.3,6.0,1.8,73.3,0.139,1.0,18.8,hilarne01,2002
8,LAC,Chris Wilcox,Maryland,11.0,628,12474,5150.0,3076.0,455.0,0.541,0.0,0.643,19.9,8.2,4.9,0.7,26.9,0.103,-1.6,1.2,wilcoch01,2002
9,PHO,Amar'e Stoudemire,,14.0,846,26254,15994.0,6632.0,1050.0,0.537,0.236,0.761,31.0,18.9,7.8,1.2,92.5,0.169,1.3,21.9,stoudam01,2002
10,MIA,Caron Butler,UConn,14.0,881,28333,12430.0,4387.0,2007.0,0.434,0.348,0.847,32.2,14.1,5.0,2.3,50.9,0.086,-0.2,12.6,butleca01,2002
11,WAS,Jared Jeffries,Indiana,11.0,629,13579,3003.0,2563.0,798.0,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046,-2.4,-1.5,jeffrja01,2002
12,LAC,Melvin Ely,Fresno State,9.0,375,6005,1992.0,1215.0,261.0,0.46,0.0,0.625,16.0,5.3,3.2,0.7,4.0,0.032,-4.0,-3.1,elyme01,2002
13,MIL,Marcus Haislip,Tennessee,4.0,89,854,311.0,131.0,16.0,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026,-4.7,-0.6,haislma01,2002
14,IND,Fred Jones,Oregon,7.0,430,10299,3206.0,958.0,990.0,0.411,0.353,0.809,24.0,7.5,2.2,2.3,16.5,0.077,-1.0,2.6,jonesfr01,2002
15,HOU,Boštjan Nachbar,,6.0,317,5628,2252.0,836.0,283.0,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074,-1.6,0.6,nachbbo01,2002
16,PHI,Jiří Welsch,,4.0,247,4596,1519.0,602.0,375.0,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059,-1.9,0.1,welscji01,2002
17,WAS,Juan Dixon,Maryland,7.0,436,8509,3678.0,816.0,775.0,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034,-2.1,-0.3,dixonju01,2002
18,ORL,Curtis Borchardt,Stanford,2.0,83,1117,258.0,278.0,64.0,0.421,0.0,0.742,13.5,3.1,3.3,0.8,1.0,0.041,-3.8,-0.5,borchcu01,2002
19,UTA,Ryan Humphrey,Notre Dame,3.0,85,772,197.0,189.0,18.0,0.344,0.0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-8.1,-1.2,humphry01,2002
20,TOR,Kareem Rush,Missouri,7.0,346,5956,2213.0,572.0,353.0,0.4,0.358,0.703,17.2,6.4,1.7,1.0,1.7,0.013,-3.2,-1.8,rushka01,2002
21,POR,Qyntel Woods,Northeast Mississippi Community College,4.0,167,2060,691.0,385.0,105.0,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032,-2.7,-0.4,woodsqy01,2002
22,PHO,Casey Jacobsen,Stanford,4.0,287,5320,1488.0,516.0,304.0,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056,-2.2,-0.3,jacobca01,2002
23,DET,Tayshaun Prince,Kentucky,14.0,1017,31576,11272.0,4332.0,2406.0,0.455,0.367,0.756,31.0,11.1,4.3,2.4,63.1,0.096,0.3,18.0,princta01,2002
24,NJN,Nenad Krstić,,7.0,419,10547,4210.0,2261.0,346.0,0.494,0.143,0.73,25.2,10.0,5.4,0.8,21.5,0.098,-2.6,-1.5,krstine01,2002
25,DEN,Frank Williams,Illinois,3.0,86,952,253.0,77.0,166.0,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-3.2,-0.3,willifr02,2002
26,SAS,John Salmons,Miami (FL),13.0,895,23672,8292.0,2603.0,2183.0,0.431,0.366,0.799,26.4,9.3,2.9,2.4,33.9,0.069,-0.9,6.7,salmojo01,2002
27,LAL,Chris Jefferies,Fresno State,2.0,72,861,281.0,88.0,29.0,0.383,0.365,0.667,12.0,3.9,1.2,0.4,-0.5,-0.03,-5.5,-0.8,jeffech01,2002
28,SAC,Dan Dickau,Gonzaga,6.0,300,4617,1745.0,405.0,752.0,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061,-1.5,0.6,dickada01,2002
1,CLE,LeBron James,,21.0,1492,56597,40474.0,11185.0,11009.0,0.506,0.348,0.736,37.9,27.1,7.5,7.4,263.7,0.224,8.7,151.9,jamesle01,2003
2,DET,Darko Miličić,,10.0,468,8638,2813.0,1971.0,405.0,0.46,0.0,0.574,18.5,6.0,4.2,0.9,7.1,0.04,-2.4,-0.9,milicda01,2003
3,DEN,Carmelo Anthony,Syracuse,19.0,1260,43514,28289.0,7808.0,3422.0,0.447,0.355,0.814,34.5,22.5,6.2,2.7,108.5,0.12,1.3,36.7,anthoca01,2003
4,TOR,Chris Bosh,Georgia Tech,13.0,893,31936,17189.0,7592.0,1795.0,0.494,0.335,0.799,35.8,19.2,8.5,2.0,106.0,0.159,1.9,31.1,boshch01,2003
5,MIA,Dwyane Wade,Marquette,16.0,1054,35773,23165.0,4933.0,5701.0,0.48,0.293,0.765,33.9,22.0,4.7,5.4,120.7,0.162,5.0,62.8,wadedw01,2003
6,LAC,Chris Kaman,Central Michigan University,13.0,735,19642,8208.0,5582.0,921.0,0.489,0.042,0.743,26.7,11.2,7.6,1.3,24.6,0.06,-1.9,0.4,kamanch01,2003
7,CHI,Kirk Hinrich,Kansas,13.0,879,27015,9594.0,2576.0,4245.0,0.411,0.375,0.8,30.7,10.9,2.9,4.8,52.5,0.093,0.0,13.3,hinriki01,2003
8,MIL,T.J. Ford,Texas,8.0,429,11882,4797.0,1331.0,2495.0,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068,-0.4,4.6,fordtj01,2003
9,NYK,Mike Sweetney,Georgetown,4.0,233,3610,1516.0,1045.0,145.0,0.485,0.0,0.689,15.5,6.5,4.5,0.6,7.8,0.103,-2.7,-0.6,sweetmi01,2003
10,WAS,Jarvis Hayes,Georgia,7.0,427,9898,3553.0,1330.0,459.0,0.415,0.356,0.798,23.2,8.3,3.1,1.1,10.2,0.049,-2.5,-1.3,hayesja01,2003
11,GSW,Mickaël Piétrus,,10.0,557,11950,4629.0,1723.0,445.0,0.425,0.355,0.665,21.5,8.3,3.1,0.8,19.7,0.079,-0.9,3.2,pietrmi01,2003
12,SEA,Nick Collison,Kansas,14.0,910,18603,5359.0,4701.0,939.0,0.534,0.208,0.723,20.4,5.9,5.2,1.0,44.5,0.115,-1.3,3.1,collini01,2003
13,MEM,Marcus Banks,UNLV,8.0,348,5571,2061.0,519.0,728.0,0.432,0.327,0.768,16.0,5.9,1.5,2.1,6.6,0.057,-2.0,-0.1,banksma01,2003
14,SEA,Luke Ridnour,Oregon,12.0,830,21623,7740.0,1877.0,3713.0,0.431,0.349,0.862,26.1,9.3,2.3,4.5,36.0,0.08,-0.6,7.5,ridnolu01,2003
15,ORL,Reece Gaines,Louisville,3.0,71,605,123.0,53.0,50.0,0.324,0.269,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049,-6.1,-0.6,gainere01,2003
16,BOS,Troy Bell,Boston College,1.0,6,34,11.0,4.0,4.0,0.222,0.0,1.0,5.7,1.8,0.7,0.7,-0.2,-0.326,-19.6,-0.2,belltr01,2003
17,PHO,Žarko Čabarkapa,,3.0,150,1550,640.0,312.0,85.0,0.427,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035,-3.9,-0.7,cabarza01,2003
18,NOH,David West,Xavier,15.0,1034,29144,14034.0,6590.0,2273.0,0.495,0.265,0.817,28.2,13.6,6.4,2.2,85.9,0.141,1.7,27.6,westda01,2003
19,UTA,Sasha Pavlović,,10.0,567,8888,2787.0,1000.0,517.0,0.404,0.346,0.673,15.7,4.9,1.8,0.9,7.0,0.038,-3.4,-3.1,pavloal01,2003
20,BOS,Dahntay Jones,Duke,13.0,624,9799,3353.0,1082.0,529.0,0.439,0.329,0.751,15.7,5.4,1.7,0.8,9.9,0.048,-3.7,-4.1,jonesda02,2003
21,ATL,Boris Diaw,,14.0,1064,28768,9139.0,4634.0,3684.0,0.493,0.336,0.717,27.0,8.6,4.4,3.5,51.6,0.086,0.1,15.5,diawbo01,2003
22,NJN,Zoran Planinić,,3.0,148,1584,561.0,198.0,165.0,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046,-3.5,-0.6,planizo01,2003
23,POR,Travis Outlaw,,11.0,622,13026,5273.0,1974.0,514.0,0.423,0.337,0.744,20.9,8.5,3.2,0.8,16.5,0.061,-1.4,2.1,outlatr01,2003
24,LAL,Brian Cook,Illinois,9.0,421,5649,2312.0,1115.0,252.0,0.439,0.382,0.783,13.4,5.5,2.6,0.6,10.2,0.086,-1.6,0.5,cookbr01,2003
25,DET,Carlos Delfino,,8.0,507,11580,4115.0,1815.0,887.0,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.093,0.5,7.2,delfica01,2003
26,MIN,Ndudi Ebi,,2.0,19,86,40.0,19.0,4.0,0.486,0.0,0.462,4.5,2.1,1.0,0.2,0.1,0.051,-3.8,0.0,ebind01,2003
27,MEM,Kendrick Perkins,,14.0,782,17162,4214.0,4532.0,813.0,0.53,0.0,0.594,21.9,5.4,5.8,1.0,27.9,0.078,-1.9,0.6,perkike01,2003
28,SAS,Leandro Barbosa,,14.0,850,18386,9035.0,1720.0,1775.0,0.459,0.387,0.821,21.6,10.6,2.0,2.1,37.4,0.098,-0.2,8.6,barbole01,2003
29,DAL,Josh Howard,Wake Forest,10.0,507,15350,7270.0,2886.0,817.0,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38.0,0.119,0.6,10.0,howarjo01,2003
30,NYK,Maciej Lampe,,3.0,64,632,215.0,142.0,22.0,0.407,0.25,0.676,9.9,3.4,2.2,0.3,-0.2,-0.014,-7.0,-0.8,lampema01,2003
31,CLE,Jason Kapono,UCLA,9.0,509,9068,3398.0,844.0,417.0,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,-2.6,-1.3,kaponja01,2003
32,LAL,Luke Walton,Arizona,10.0,564,9685,2649.0,1588.0,1317.0,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067,-1.0,2.5,waltolu01,2003
33,MIA,Jerome Beasley,University of North Dakota,1.0,2,5,2.0,1.0,0.0,0.333,0.0,0.0,2.5,1.0,0.5,0.0,0.0,-0.117,-5.2,0.0,beaslje01,2003
34,LAC,Sofoklis Schortsanitis,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,schorso01,2003
35,MIL,Szymon Szewczyk,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,szewcsz01,2003
36,CHI,Mario Austin,Mississippi State,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,austima01,2003
37,ATL,Travis Hansen,BYU,1.0,41,507,123.0,70.0,19.0,0.354,0.3,0.815,12.4,3.0,1.7,0.5,0.2,0.019,-6.2,-0.5,hansetr01,2003
38,WAS,Steve Blake,Maryland,13.0,870,20823,5662.0,1816.0,3446.0,0.401,0.383,0.779,23.9,6.5,2.1,4.0,29.1,0.067,-1.2,4.2,blakest01,2003
39,NYK,Slavko Vraneš,,1.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.371,-26.2,0.0,vranesl01,2003
40,GSW,Derrick Zimmerman,Mississippi State,1.0,2,32,4.0,4.0,7.0,0.667,0.0,0.0,16.0,2.0,2.0,3.5,0.0,0.004,-10.4,-0.1,zimmede01,2003
41,SEA,Willie Green,Detroit Mercy,12.0,731,14783,6059.0,1303.0,1018.0,0.425,0.346,0.765,20.2,8.3,1.8,1.4,12.9,0.042,-2.7,-2.7,greenwi01,2003
42,ORL,Zaza Pachulia,,16.0,1098,22240,7414.0,6315.0,1433.0,0.469,0.0,0.751,20.3,6.8,5.8,1.3,52.7,0.114,-1.5,2.9,pachuza01,2003
43,MIL,Keith Bogans,Kentucky,11.0,671,14527,4257.0,1817.0,866.0,0.394,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068,-1.5,1.9,boganke01,2003
44,HOU,Malick Badiane,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,badiama01,2003
45,CHI,Matt Bonner,Florida,12.0,792,13356,4632.0,2371.0,552.0,0.464,0.414,0.78,16.9,5.8,3.0,0.7,38.5,0.138,1.0,10.1,bonnema01,2003
46,DEN,Sani Bečirovič,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,becirsa01,2003
47,UTA,Mo Williams,Alabama,13.0,818,23872,10759.0,2264.0,3990.0,0.434,0.378,0.871,29.2,13.2,2.8,4.9,40.0,0.08,-0.3,10.0,willima01,2003
48,NOH,James Lang,,1.0,11,55,11.0,11.0,2.0,0.444,0.0,0.6,5.0,1.0,1.0,0.2,0.1,0.047,-6.4,-0.1,langja01,2003
49,IND,James Jones,Miami (FL),14.0,709,11098,3717.0,1276.0,366.0,0.401,0.401,0.84,15.7,5.2,1.8,0.5,25.2,0.109,-0.1,5.4,jonesja02,2003
50,PHI,Paccelis Morlende,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,morlepa01,2003
51,NJN,Kyle Korver,Creighton,17.0,1232,31183,11953.0,3643.0,2114.0,0.442,0.429,0.877,25.3,9.7,3.0,1.7,73.4,0.113,0.6,20.7,korveky01,2003
52,TOR,Remon van de Hare,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vandera01,2003
53,CHI,Tommy Smith,Arizona State,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,smithto03,2003
54,POR,Nedžad Sinanović,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sinanne01,2003
55,MIN,Rick Rickert,Minnesota,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rickeri01,2003
56,BOS,Brandon Hunter,Ohio University,2.0,67,630,220.0,187.0,22.0,0.476,0.0,0.488,9.4,3.3,2.8,0.3,0.7,0.055,-3.7,-0.3,huntebr01,2003
57,DAL,Xue Yuyang,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,yuyanxu01,2003
58,DET,Andreas Glyniadakis,,1.0,13,81,17.0,8.0,1.0,0.471,0.0,0.5,6.2,1.3,0.6,0.1,-0.2,-0.143,-14.0,-0.2,glynian01,2003
1,ORL,Dwight Howard,,18.0,1242,39457,19485.0,14627.0,1676.0,0.587,0.214,0.567,31.8,15.7,11.8,1.3,141.7,0.172,1.9,39.0,howardw01,2004
2,CHA,Emeka Okafor,UConn,10.0,616,19055,7370.0,5967.0,520.0,0.512,0.0,0.586,30.9,12.0,9.7,0.8,45.3,0.114,-0.6,6.8,okafoem01,2004
3,CHI,Ben Gordon,UConn,11.0,744,20366,11084.0,1851.0,1868.0,0.432,0.401,0.857,27.4,14.9,2.5,2.5,33.3,0.078,-0.3,8.7,gordobe01,2004
4,LAC,Shaun Livingston,,14.0,833,17188,5231.0,1989.0,2483.0,0.486,0.178,0.794,20.6,6.3,2.4,3.0,29.9,0.084,-1.0,4.3,livinsh01,2004
5,WAS,Devin Harris,Wisconsin,15.0,985,23963,10597.0,2151.0,3869.0,0.432,0.325,0.796,24.3,10.8,2.2,3.9,54.9,0.11,0.6,15.5,harride01,2004
6,ATL,Josh Childress,Stanford,8.0,391,10432,3548.0,1850.0,609.0,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118,0.8,7.4,childjo01,2004
7,PHO,Luol Deng,Duke,15.0,902,30941,13361.0,5468.0,2042.0,0.456,0.332,0.769,34.3,14.8,6.1,2.3,74.0,0.115,0.9,22.9,denglu01,2004
8,TOR,Rafael Araújo,BYU,3.0,139,1585,389.0,395.0,41.0,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013,-7.2,-2.1,araujra01,2004
9,PHI,Andre Iguodala,Arizona,19.0,1231,39507,13968.0,6047.0,5147.0,0.463,0.33,0.709,32.1,11.3,4.9,4.2,100.4,0.122,2.1,41.3,iguodan01,2004
10,CLE,Luke Jackson,Oregon,4.0,73,724,252.0,89.0,58.0,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-3.7,-0.3,jackslu02,2004
11,GSW,Andris Biedriņš,,10.0,516,11146,3247.0,3631.0,467.0,0.594,0.0,0.5,21.6,6.3,7.0,0.9,30.7,0.132,-0.4,4.6,biedran01,2004
12,SEA,Robert Swift,,4.0,97,1500,416.0,376.0,20.0,0.506,0.0,0.61,15.5,4.3,3.9,0.2,1.7,0.054,-3.8,-0.7,swiftro01,2004
13,POR,Sebastian Telfair,,10.0,564,12149,4183.0,898.0,1960.0,0.39,0.319,0.777,21.5,7.4,1.6,3.5,5.0,0.02,-3.4,-4.2,telfase01,2004
14,UTA,Kris Humphries,Minnesota,13.0,800,14232,5350.0,4314.0,556.0,0.463,0.293,0.7,17.8,6.7,5.4,0.7,30.3,0.102,-1.7,1.2,humphkr01,2004
15,BOS,Al Jefferson,,14.0,915,26299,14343.0,7690.0,1347.0,0.499,0.121,0.711,28.7,15.7,8.4,1.5,71.0,0.13,1.2,21.3,jeffeal01,2004
16,UTA,Kirk Snyder,Nevada,4.0,211,3540,1333.0,491.0,241.0,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-1.2,0.7,snydeki01,2004
17,ATL,Josh Smith,,13.0,894,29000,12996.0,6653.0,2789.0,0.452,0.285,0.632,32.4,14.5,7.4,3.1,51.0,0.084,1.7,27.2,smithjo03,2004
18,NOH,J.R. Smith,,16.0,977,26275,12148.0,3073.0,2077.0,0.419,0.373,0.733,26.9,12.4,3.1,2.1,46.3,0.084,0.2,14.7,smithjr01,2004
19,MIA,Dorell Wright,,11.0,549,12280,4597.0,2093.0,850.0,0.424,0.365,0.806,22.4,8.4,3.8,1.5,25.9,0.101,0.9,9.1,wrighdo01,2004
20,DEN,Jameer Nelson,Saint Joseph's,14.0,878,24539,9940.0,2595.0,4508.0,0.436,0.368,0.81,27.9,11.3,3.0,5.1,48.3,0.094,-0.1,11.6,nelsoja01,2004
21,UTA,Pavel Podkolzin,,2.0,6,28,4.0,9.0,0.0,0.0,0.0,0.5,4.7,0.7,1.5,0.0,-0.1,-0.163,-15.0,-0.1,podkopa01,2004
22,NJN,Viktor Khryapa,,4.0,143,2351,643.0,492.0,142.0,0.443,0.292,0.658,16.4,4.5,3.4,1.0,2.0,0.041,-3.5,-0.9,khryavi01,2004
23,POR,Sergei Monia,,1.0,26,343,77.0,52.0,19.0,0.333,0.265,0.714,13.2,3.0,2.0,0.7,-0.2,-0.025,-5.3,-0.3,moniase01,2004
24,BOS,Delonte West,Saint Joseph's,8.0,432,11842,4198.0,1265.0,1540.0,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099,0.9,8.7,westde01,2004
25,BOS,Tony Allen,Oklahoma State,14.0,820,18055,6654.0,2884.0,1077.0,0.475,0.282,0.709,22.0,8.1,3.5,1.3,38.7,0.103,0.3,10.4,allento01,2004
26,SAC,Kevin Martin,Western Carolina University,12.0,714,21559,12396.0,2278.0,1352.0,0.437,0.384,0.87,30.2,17.4,3.2,1.9,61.3,0.137,1.0,16.1,martike02,2004
27,LAL,Sasha Vujačić,,10.0,581,8908,3094.0,1093.0,748.0,0.39,0.367,0.858,15.3,5.3,1.9,1.3,16.0,0.086,-1.0,2.3,vujacsa01,2004
28,SAS,Beno Udrih,,13.0,831,18185,6952.0,1712.0,2858.0,0.463,0.349,0.833,21.9,8.4,2.1,3.4,31.4,0.083,-0.9,4.9,udrihbe01,2004
29,IND,David Harrison,Colorado,4.0,189,2686,949.0,549.0,47.0,0.53,0.0,0.525,14.2,5.0,2.9,0.2,3.2,0.057,-4.4,-1.7,harrida01,2004
1,MIL,Andrew Bogut,Utah,14.0,706,19862,6808.0,6112.0,1546.0,0.535,0.12,0.557,28.1,9.6,8.7,2.2,50.6,0.122,1.2,16.0,bogutan01,2005
2,ATL,Marvin Williams,UNC,15.0,1072,30159,10965.0,5546.0,1373.0,0.443,0.361,0.808,28.1,10.2,5.2,1.3,65.1,0.104,-0.4,12.3,willima02,2005
3,UTA,Deron Williams,Illinois,12.0,845,28865,13804.0,2619.0,6819.0,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,1.9,28.3,willide01,2005
4,NOH,Chris Paul,Wake Forest,19.0,1272,43316,22288.0,5682.0,11894.0,0.471,0.369,0.87,34.1,17.5,4.5,9.4,209.4,0.232,6.9,97.3,paulch01,2005
5,CHA,Raymond Felton,UNC,14.0,971,28829,10853.0,2867.0,5096.0,0.412,0.329,0.79,29.7,11.2,3.0,5.2,40.2,0.067,-0.6,10.1,feltora01,2005
6,POR,Martell Webster,,10.0,580,13914,5056.0,1811.0,588.0,0.418,0.382,0.791,24.0,8.7,3.1,1.0,24.7,0.085,-0.8,4.3,webstma02,2005
7,TOR,Charlie Villanueva,UConn,11.0,656,13578,6808.0,3019.0,549.0,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-0.6,4.7,villach01,2005
8,NYK,Channing Frye,Arizona,13.0,890,19772,7786.0,4002.0,864.0,0.44,0.388,0.822,22.2,8.7,4.5,1.0,38.9,0.094,-0.4,8.0,fryech01,2005
9,GSW,Ike Diogu,Arizona State,6.0,225,2795,1348.0,689.0,69.0,0.509,0.5,0.786,12.4,6.0,3.1,0.3,6.5,0.112,-3.0,-0.7,dioguik01,2005
10,LAL,Andrew Bynum,,8.0,418,10690,4822.0,3221.0,490.0,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.4,9.1,bynuman01,2005
11,ORL,Fran Vázquez,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vazqufr01,2005
12,LAC,Yaroslav Korolev,,2.0,34,168,39.0,16.0,13.0,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-5.2,-0.1,korolya01,2005
13,CHA,Sean May,UNC,4.0,119,1868,821.0,481.0,115.0,0.458,0.231,0.746,15.7,6.9,4.0,1.0,2.6,0.068,-1.7,0.2,mayse01,2005
14,MIN,Rashad McCants,UNC,4.0,249,5037,2479.0,506.0,331.0,0.431,0.368,0.741,20.2,10.0,2.0,1.3,3.6,0.035,-1.7,0.4,mccanra01,2005
15,NJN,Antoine Wright,Texas A&M,6.0,297,5714,1614.0,681.0,295.0,0.412,0.304,0.674,19.2,5.4,2.3,1.0,3.1,0.026,-3.7,-2.4,wrighan01,2005
16,TOR,Joey Graham,Oklahoma State,6.0,377,6117,2239.0,1058.0,207.0,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.6,-2.4,grahajo01,2005
17,IND,Danny Granger,New Mexico,10.0,586,18487,9855.0,2888.0,1097.0,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.8,17.7,grangda01,2005
18,BOS,Gerald Green,,12.0,658,13026,6412.0,1639.0,596.0,0.417,0.361,0.818,19.8,9.7,2.5,0.9,18.4,0.068,-1.3,2.4,greenge01,2005
19,MEM,Hakim Warrick,Syracuse,8.0,526,10624,4947.0,2117.0,400.0,0.49,0.191,0.726,20.2,9.4,4.0,0.8,20.4,0.092,-1.9,0.4,warriha01,2005
20,DEN,Julius Hodge,NC State,2.0,23,98,28.0,15.0,18.0,0.44,0.0,0.5,4.3,1.2,0.7,0.8,0.0,0.003,-3.7,0.0,hodgeju01,2005
21,PHO,Nate Robinson,Washington,11.0,618,13878,6807.0,1446.0,1826.0,0.423,0.36,0.796,22.5,11.0,2.3,3.0,27.8,0.096,0.5,8.6,robinna01,2005
22,DEN,Jarrett Jack,Georgia Tech,13.0,867,24140,9349.0,2487.0,3952.0,0.44,0.343,0.855,27.8,10.8,2.9,4.6,36.8,0.073,-0.9,6.5,jackja01,2005
